,event,fulldate,cov_all,age_cov,min_season_cov,fast_fraction,grid_cell
469,2,2015-09-01,0.80952380952381,0.9,0.5,0.6,188
470,3,2017-12-01,0.75,0.9,0.5,0.6,188
471,1,2013-12-01,0.4,0.9,0.5,0.6,189
472,2,2015-09-01,0.6923076923076921,0.9,0.5,0.6,189
473,3,2017-12-01,0.75,0.9,0.5,0.6,189
474,1,2013-12-01,0.4,0.9,0.5,0.6,191
475,2,2015-09-01,0.5,0.9,0.5,0.6,191
476,3,2017-12-01,0.75,0.9,0.5,0.6,191
477,1,2013-12-01,0.4,0.9,0.5,0.6,193
478,2,2015-09-01,0.0,0.9,0.5,0.6,193
479,3,2017-12-01,0.75,0.9,0.5,0.6,193
480,1,2013-12-01,0.4,0.9,0.5,0.6,194
481,2,2015-09-01,0.0,0.9,0.5,0.6,194
482,3,2017-12-01,0.75,0.9,0.5,0.6,194
483,1,2013-12-01,0.4,0.9,0.5,0.6,195
484,2,2015-09-01,1.0,0.9,0.5,0.6,195
485,3,2017-12-01,0.75,0.9,0.5,0.6,195
486,1,2013-12-01,0.4,0.9,0.5,0.6,196
487,2,2015-09-01,0.770833333333333,0.9,0.5,0.6,196
488,3,2017-12-01,0.75,0.9,0.5,0.6,196
489,1,2013-12-01,0.4,0.9,0.5,0.6,197
490,2,2015-09-01,0.790697674418605,0.9,0.5,0.6,197
491,3,2017-12-01,0.75,0.9,0.5,0.6,197
492,1,2013-12-01,0.4,0.9,0.5,0.6,198
493,2,2015-09-01,1.0,0.9,0.5,0.6,198
494,3,2017-12-01,0.75,0.9,0.5,0.6,198
495,1,2013-12-01,0.4,0.9,0.5,0.6,199
496,2,2015-09-01,0.0,0.9,0.5,0.6,199
497,3,2017-12-01,0.75,0.9,0.5,0.6,199
498,1,2013-12-01,0.4,0.9,0.5,0.6,201
499,2,2015-09-01,0.0,0.9,0.5,0.6,201
500,3,2017-12-01,0.75,0.9,0.5,0.6,201
501,1,2013-12-01,0.4,0.9,0.5,0.6,202
502,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,202
503,3,2017-12-01,0.75,0.9,0.5,0.6,202
504,1,2013-12-01,0.4,0.9,0.5,0.6,203
505,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,203
506,3,2017-12-01,0.75,0.9,0.5,0.6,203
507,1,2013-12-01,0.4,0.9,0.5,0.6,204
508,2,2015-09-01,0.0,0.9,0.5,0.6,204
509,3,2017-12-01,0.75,0.9,0.5,0.6,204
510,1,2013-12-01,0.4,0.9,0.5,0.6,205
511,2,2015-09-01,0.14285714285714302,0.9,0.5,0.6,205
512,3,2017-12-01,0.75,0.9,0.5,0.6,205
513,1,2013-12-01,0.4,0.9,0.5,0.6,207
514,2,2015-09-01,0.444444444444444,0.9,0.5,0.6,207
515,3,2017-12-01,0.75,0.9,0.5,0.6,207
516,1,2013-12-01,0.4,0.9,0.5,0.6,208
517,2,2015-09-01,0.545454545454545,0.9,0.5,0.6,208
518,3,2017-12-01,0.75,0.9,0.5,0.6,208
519,1,2013-12-01,0.4,0.9,0.5,0.6,209
520,2,2015-09-01,0.6813186813186811,0.9,0.5,0.6,209
521,3,2017-12-01,0.75,0.9,0.5,0.6,209
522,1,2013-12-01,0.4,0.9,0.5,0.6,210
523,2,2015-09-01,0.5,0.9,0.5,0.6,210
524,3,2017-12-01,0.75,0.9,0.5,0.6,210
525,1,2013-12-01,0.4,0.9,0.5,0.6,211
526,2,2015-09-01,1.0,0.9,0.5,0.6,211
527,3,2017-12-01,0.75,0.9,0.5,0.6,211
528,1,2013-12-01,0.4,0.9,0.5,0.6,212
529,2,2015-09-01,0.0,0.9,0.5,0.6,212
530,3,2017-12-01,0.75,0.9,0.5,0.6,212
531,1,2013-12-01,0.4,0.9,0.5,0.6,213
532,2,2015-09-01,1.0,0.9,0.5,0.6,213
533,3,2017-12-01,0.75,0.9,0.5,0.6,213
534,1,2013-12-01,0.4,0.9,0.5,0.6,214
535,2,2015-09-01,0.0,0.9,0.5,0.6,214
536,3,2017-12-01,0.75,0.9,0.5,0.6,214
537,1,2013-12-01,0.4,0.9,0.5,0.6,215
538,2,2015-09-01,0.0,0.9,0.5,0.6,215
539,3,2017-12-01,0.75,0.9,0.5,0.6,215
540,1,2013-12-01,0.4,0.9,0.5,0.6,216
541,2,2015-09-01,0.0,0.9,0.5,0.6,216
542,3,2017-12-01,0.75,0.9,0.5,0.6,216
543,1,2013-12-01,0.4,0.9,0.5,0.6,217
544,2,2015-09-01,0.222222222222222,0.9,0.5,0.6,217
545,3,2017-12-01,0.75,0.9,0.5,0.6,217
546,1,2013-12-01,0.4,0.9,0.5,0.6,220
547,2,2015-09-01,0.5714285714285711,0.9,0.5,0.6,220
548,3,2017-12-01,0.75,0.9,0.5,0.6,220
549,1,2013-12-01,0.4,0.9,0.5,0.6,222
550,2,2015-09-01,1.0,0.9,0.5,0.6,222
551,3,2017-12-01,0.75,0.9,0.5,0.6,222
552,1,2013-12-01,0.4,0.9,0.5,0.6,223
553,2,2015-09-01,0.8125,0.9,0.5,0.6,223
554,3,2017-12-01,0.75,0.9,0.5,0.6,223
555,1,2013-12-01,0.4,0.9,0.5,0.6,224
556,2,2015-09-01,0.641791044776119,0.9,0.5,0.6,224
557,3,2017-12-01,0.75,0.9,0.5,0.6,224
558,1,2013-12-01,0.4,0.9,0.5,0.6,225
559,2,2015-09-01,0.4,0.9,0.5,0.6,225
560,3,2017-12-01,0.75,0.9,0.5,0.6,225
561,1,2013-12-01,0.4,0.9,0.5,0.6,226
562,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,226
563,3,2017-12-01,0.75,0.9,0.5,0.6,226
564,1,2013-12-01,0.4,0.9,0.5,0.6,227
565,2,2015-09-01,1.0,0.9,0.5,0.6,227
566,3,2017-12-01,0.75,0.9,0.5,0.6,227
567,1,2013-12-01,0.4,0.9,0.5,0.6,230
568,2,2015-09-01,0.0,0.9,0.5,0.6,230
569,3,2017-12-01,0.75,0.9,0.5,0.6,230
570,1,2013-12-01,0.4,0.9,0.5,0.6,231
571,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,231
572,3,2017-12-01,0.75,0.9,0.5,0.6,231
573,1,2013-12-01,0.4,0.9,0.5,0.6,233
574,2,2015-09-01,1.0,0.9,0.5,0.6,233
575,3,2017-12-01,0.75,0.9,0.5,0.6,233
576,1,2013-12-01,0.4,0.9,0.5,0.6,235
577,2,2015-09-01,0.272727272727273,0.9,0.5,0.6,235
578,3,2017-12-01,0.75,0.9,0.5,0.6,235
579,1,2013-12-01,0.4,0.9,0.5,0.6,237
580,2,2015-09-01,0.555555555555556,0.9,0.5,0.6,237
581,3,2017-12-01,0.75,0.9,0.5,0.6,237
582,1,2013-12-01,0.4,0.9,0.5,0.6,238
583,2,2015-09-01,0.666666666666667,0.9,0.5,0.6,238
584,3,2017-12-01,0.75,0.9,0.5,0.6,238
585,1,2013-12-01,0.4,0.9,0.5,0.6,239
586,2,2015-09-01,0.25,0.9,0.5,0.6,239
587,3,2017-12-01,0.75,0.9,0.5,0.6,239
588,1,2013-12-01,0.4,0.9,0.5,0.6,240
589,2,2015-09-01,0.0,0.9,0.5,0.6,240
590,3,2017-12-01,0.75,0.9,0.5,0.6,240
591,1,2013-12-01,0.4,0.9,0.5,0.6,241
592,2,2015-09-01,0.2,0.9,0.5,0.6,241
593,3,2017-12-01,0.75,0.9,0.5,0.6,241
594,1,2013-12-01,0.4,0.9,0.5,0.6,242
595,2,2015-09-01,1.0,0.9,0.5,0.6,242
596,3,2017-12-01,0.75,0.9,0.5,0.6,242
597,1,2013-12-01,0.4,0.9,0.5,0.6,243
598,2,2015-09-01,0.0,0.9,0.5,0.6,243
599,3,2017-12-01,0.75,0.9,0.5,0.6,243
600,1,2013-12-01,0.4,0.9,0.5,0.6,244
601,2,2015-09-01,0.7,0.9,0.5,0.6,244
602,3,2017-12-01,0.75,0.9,0.5,0.6,244
603,1,2013-12-01,0.4,0.9,0.5,0.6,245
604,2,2015-09-01,0.5,0.9,0.5,0.6,245
605,3,2017-12-01,0.75,0.9,0.5,0.6,245
606,1,2013-12-01,0.4,0.9,0.5,0.6,246
607,2,2015-09-01,1.0,0.9,0.5,0.6,246
608,3,2017-12-01,0.75,0.9,0.5,0.6,246
609,1,2013-12-01,0.4,0.9,0.5,0.6,248
610,2,2015-09-01,0.0,0.9,0.5,0.6,248
611,3,2017-12-01,0.75,0.9,0.5,0.6,248
612,1,2013-12-01,0.4,0.9,0.5,0.6,249
613,2,2015-09-01,0.0,0.9,0.5,0.6,249
614,3,2017-12-01,0.75,0.9,0.5,0.6,249
615,1,2013-12-01,0.4,0.9,0.5,0.6,250
616,2,2015-09-01,0.0,0.9,0.5,0.6,250
617,3,2017-12-01,0.75,0.9,0.5,0.6,250
618,1,2013-12-01,0.4,0.9,0.5,0.6,251
619,2,2015-09-01,0.0,0.9,0.5,0.6,251
620,3,2017-12-01,0.75,0.9,0.5,0.6,251
621,1,2013-12-01,0.4,0.9,0.5,0.6,252
622,2,2015-09-01,0.0,0.9,0.5,0.6,252
623,3,2017-12-01,0.75,0.9,0.5,0.6,252
624,1,2013-12-01,0.4,0.9,0.5,0.6,253
625,2,2015-09-01,0.0,0.9,0.5,0.6,253
626,3,2017-12-01,0.75,0.9,0.5,0.6,253
627,1,2013-12-01,0.4,0.9,0.5,0.6,254
628,2,2015-09-01,1.0,0.9,0.5,0.6,254
629,3,2017-12-01,0.75,0.9,0.5,0.6,254
630,1,2013-12-01,0.4,0.9,0.5,0.6,255
631,2,2015-09-01,1.0,0.9,0.5,0.6,255
632,3,2017-12-01,0.75,0.9,0.5,0.6,255
633,1,2013-12-01,0.4,0.9,0.5,0.6,257
634,2,2015-09-01,0.5428571428571429,0.9,0.5,0.6,257
635,3,2017-12-01,0.75,0.9,0.5,0.6,257
636,1,2013-12-01,0.4,0.9,0.5,0.6,258
637,2,2015-09-01,0.0,0.9,0.5,0.6,258
638,3,2017-12-01,0.75,0.9,0.5,0.6,258
639,1,2013-12-01,0.4,0.9,0.5,0.6,259
640,2,2015-09-01,1.0,0.9,0.5,0.6,259
641,3,2017-12-01,0.75,0.9,0.5,0.6,259
642,1,2013-12-01,0.4,0.9,0.5,0.6,260
643,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,260
644,3,2017-12-01,0.75,0.9,0.5,0.6,260
645,1,2013-12-01,0.4,0.9,0.5,0.6,261
646,2,2015-09-01,0.8,0.9,0.5,0.6,261
647,3,2017-12-01,0.75,0.9,0.5,0.6,261
648,1,2013-12-01,0.4,0.9,0.5,0.6,262
649,2,2015-09-01,0.941176470588235,0.9,0.5,0.6,262
650,3,2017-12-01,0.75,0.9,0.5,0.6,262
651,1,2013-12-01,0.4,0.9,0.5,0.6,263
652,2,2015-09-01,1.0,0.9,0.5,0.6,263
653,3,2017-12-01,0.75,0.9,0.5,0.6,263
654,1,2013-12-01,0.4,0.9,0.5,0.6,264
655,2,2015-09-01,0.0,0.9,0.5,0.6,264
656,3,2017-12-01,0.75,0.9,0.5,0.6,264
657,1,2013-12-01,0.4,0.9,0.5,0.6,265
658,2,2015-09-01,0.0,0.9,0.5,0.6,265
659,3,2017-12-01,0.75,0.9,0.5,0.6,265
660,1,2013-12-01,0.4,0.9,0.5,0.6,266
661,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,266
662,3,2017-12-01,0.75,0.9,0.5,0.6,266
663,1,2013-12-01,0.4,0.9,0.5,0.6,267
664,2,2015-09-01,0.133333333333333,0.9,0.5,0.6,267
665,3,2017-12-01,0.75,0.9,0.5,0.6,267
666,1,2013-12-01,0.4,0.9,0.5,0.6,268
667,2,2015-09-01,0.75,0.9,0.5,0.6,268
668,3,2017-12-01,0.75,0.9,0.5,0.6,268
669,1,2013-12-01,0.4,0.9,0.5,0.6,269
670,2,2015-09-01,0.5,0.9,0.5,0.6,269
671,3,2017-12-01,0.75,0.9,0.5,0.6,269
672,1,2013-12-01,0.4,0.9,0.5,0.6,270
673,2,2015-09-01,1.0,0.9,0.5,0.6,270
674,3,2017-12-01,0.75,0.9,0.5,0.6,270
675,1,2013-12-01,0.4,0.9,0.5,0.6,271
676,2,2015-09-01,0.75,0.9,0.5,0.6,271
677,3,2017-12-01,0.75,0.9,0.5,0.6,271
678,1,2013-12-01,0.4,0.9,0.5,0.6,272
679,2,2015-09-01,0.833333333333333,0.9,0.5,0.6,272
680,3,2017-12-01,0.75,0.9,0.5,0.6,272
681,1,2013-12-01,0.4,0.9,0.5,0.6,273
682,2,2015-09-01,1.0,0.9,0.5,0.6,273
683,3,2017-12-01,0.75,0.9,0.5,0.6,273
684,1,2013-12-01,0.4,0.9,0.5,0.6,274
685,2,2015-09-01,1.0,0.9,0.5,0.6,274
686,3,2017-12-01,0.75,0.9,0.5,0.6,274
687,1,2013-12-01,0.4,0.9,0.5,0.6,276
688,2,2015-09-01,1.0,0.9,0.5,0.6,276
689,3,2017-12-01,0.75,0.9,0.5,0.6,276
690,1,2013-12-01,0.4,0.9,0.5,0.6,277
691,2,2015-09-01,0.0,0.9,0.5,0.6,277
692,3,2017-12-01,0.75,0.9,0.5,0.6,277
693,1,2013-12-01,0.4,0.9,0.5,0.6,279
694,2,2015-09-01,0.0,0.9,0.5,0.6,279
695,3,2017-12-01,0.75,0.9,0.5,0.6,279
696,1,2013-12-01,0.4,0.9,0.5,0.6,280
697,2,2015-09-01,0.25,0.9,0.5,0.6,280
698,3,2017-12-01,0.75,0.9,0.5,0.6,280
699,1,2013-12-01,0.4,0.9,0.5,0.6,281
700,2,2015-09-01,0.5,0.9,0.5,0.6,281
701,3,2017-12-01,0.75,0.9,0.5,0.6,281
702,1,2013-12-01,0.4,0.9,0.5,0.6,282
703,2,2015-09-01,0.0,0.9,0.5,0.6,282
704,3,2017-12-01,0.75,0.9,0.5,0.6,282
705,1,2013-12-01,0.4,0.9,0.5,0.6,283
706,2,2015-09-01,0.9375,0.9,0.5,0.6,283
707,3,2017-12-01,0.75,0.9,0.5,0.6,283
708,1,2013-12-01,0.4,0.9,0.5,0.6,284
709,2,2015-09-01,0.1,0.9,0.5,0.6,284
710,3,2017-12-01,0.75,0.9,0.5,0.6,284
711,1,2013-12-01,0.4,0.9,0.5,0.6,285
712,2,2015-09-01,0.111111111111111,0.9,0.5,0.6,285
713,3,2017-12-01,0.75,0.9,0.5,0.6,285
714,1,2013-12-01,0.4,0.9,0.5,0.6,287
715,2,2015-09-01,0.6111111111111109,0.9,0.5,0.6,287
716,3,2017-12-01,0.75,0.9,0.5,0.6,287
717,1,2013-12-01,0.4,0.9,0.5,0.6,289
718,2,2015-09-01,1.0,0.9,0.5,0.6,289
719,3,2017-12-01,0.75,0.9,0.5,0.6,289
720,1,2013-12-01,0.4,0.9,0.5,0.6,290
721,2,2015-09-01,0.0,0.9,0.5,0.6,290
722,3,2017-12-01,0.75,0.9,0.5,0.6,290
723,1,2013-12-01,0.4,0.9,0.5,0.6,291
724,2,2015-09-01,1.0,0.9,0.5,0.6,291
725,3,2017-12-01,0.75,0.9,0.5,0.6,291
726,1,2013-12-01,0.4,0.9,0.5,0.6,292
727,2,2015-09-01,0.38888888888888895,0.9,0.5,0.6,292
728,3,2017-12-01,0.75,0.9,0.5,0.6,292
729,1,2013-12-01,0.4,0.9,0.5,0.6,294
730,2,2015-09-01,1.0,0.9,0.5,0.6,294
731,3,2017-12-01,0.75,0.9,0.5,0.6,294
732,1,2013-12-01,0.4,0.9,0.5,0.6,295
733,2,2015-09-01,0.0,0.9,0.5,0.6,295
734,3,2017-12-01,0.75,0.9,0.5,0.6,295
735,1,2013-12-01,0.4,0.9,0.5,0.6,297
736,2,2015-09-01,0.0,0.9,0.5,0.6,297
737,3,2017-12-01,0.75,0.9,0.5,0.6,297
738,1,2013-12-01,0.4,0.9,0.5,0.6,298
739,2,2015-09-01,1.0,0.9,0.5,0.6,298
740,3,2017-12-01,0.75,0.9,0.5,0.6,298
741,1,2013-12-01,0.4,0.9,0.5,0.6,299
742,2,2015-09-01,0.0,0.9,0.5,0.6,299
743,3,2017-12-01,0.75,0.9,0.5,0.6,299
744,1,2013-12-01,0.4,0.9,0.5,0.6,302
745,2,2015-09-01,1.0,0.9,0.5,0.6,302
746,3,2017-12-01,0.75,0.9,0.5,0.6,302
747,1,2013-12-01,0.4,0.9,0.5,0.6,303
748,2,2015-09-01,0.7111111111111109,0.9,0.5,0.6,303
749,3,2017-12-01,0.75,0.9,0.5,0.6,303
750,1,2013-12-01,0.4,0.9,0.5,0.6,304
751,2,2015-09-01,0.4,0.9,0.5,0.6,304
752,3,2017-12-01,0.75,0.9,0.5,0.6,304
753,1,2013-12-01,0.4,0.9,0.5,0.6,305
754,2,2015-09-01,0.0,0.9,0.5,0.6,305
755,3,2017-12-01,0.75,0.9,0.5,0.6,305
756,1,2013-12-01,0.4,0.9,0.5,0.6,306
757,2,2015-09-01,0.742857142857143,0.9,0.5,0.6,306
758,3,2017-12-01,0.75,0.9,0.5,0.6,306
759,1,2013-12-01,0.4,0.9,0.5,0.6,307
760,2,2015-09-01,0.5,0.9,0.5,0.6,307
761,3,2017-12-01,0.75,0.9,0.5,0.6,307
762,1,2013-12-01,0.4,0.9,0.5,0.6,308
763,2,2015-09-01,1.0,0.9,0.5,0.6,308
764,3,2017-12-01,0.75,0.9,0.5,0.6,308
765,1,2013-12-01,0.4,0.9,0.5,0.6,309
766,2,2015-09-01,0.0,0.9,0.5,0.6,309
767,3,2017-12-01,0.75,0.9,0.5,0.6,309
768,1,2013-12-01,0.4,0.9,0.5,0.6,310
769,2,2015-09-01,0.5,0.9,0.5,0.6,310
770,3,2017-12-01,0.75,0.9,0.5,0.6,310
771,1,2013-12-01,0.4,0.9,0.5,0.6,311
772,2,2015-09-01,0.0,0.9,0.5,0.6,311
773,3,2017-12-01,0.75,0.9,0.5,0.6,311
774,1,2013-12-01,0.4,0.9,0.5,0.6,312
775,2,2015-09-01,0.944444444444444,0.9,0.5,0.6,312
776,3,2017-12-01,0.75,0.9,0.5,0.6,312
777,1,2013-12-01,0.4,0.9,0.5,0.6,313
778,2,2015-09-01,1.0,0.9,0.5,0.6,313
779,3,2017-12-01,0.75,0.9,0.5,0.6,313
780,1,2013-12-01,0.4,0.9,0.5,0.6,314
781,2,2015-09-01,0.823529411764706,0.9,0.5,0.6,314
782,3,2017-12-01,0.75,0.9,0.5,0.6,314
783,1,2013-12-01,0.4,0.9,0.5,0.6,316
784,2,2015-09-01,0.0,0.9,0.5,0.6,316
785,3,2017-12-01,0.75,0.9,0.5,0.6,316
786,1,2013-12-01,0.4,0.9,0.5,0.6,317
787,2,2015-09-01,0.0,0.9,0.5,0.6,317
788,3,2017-12-01,0.75,0.9,0.5,0.6,317
789,1,2013-12-01,0.4,0.9,0.5,0.6,318
790,2,2015-09-01,0.0,0.9,0.5,0.6,318
791,3,2017-12-01,0.75,0.9,0.5,0.6,318
792,1,2013-12-01,0.4,0.9,0.5,0.6,319
793,2,2015-09-01,0.9523809523809521,0.9,0.5,0.6,319
794,3,2017-12-01,0.75,0.9,0.5,0.6,319
795,1,2013-12-01,0.4,0.9,0.5,0.6,320
796,2,2015-09-01,0.545454545454545,0.9,0.5,0.6,320
797,3,2017-12-01,0.75,0.9,0.5,0.6,320
798,1,2013-12-01,0.4,0.9,0.5,0.6,321
799,2,2015-09-01,0.7777777777777779,0.9,0.5,0.6,321
800,3,2017-12-01,0.75,0.9,0.5,0.6,321
801,1,2013-12-01,0.4,0.9,0.5,0.6,322
802,2,2015-09-01,0.592592592592593,0.9,0.5,0.6,322
803,3,2017-12-01,0.75,0.9,0.5,0.6,322
804,1,2013-12-01,0.4,0.9,0.5,0.6,323
805,2,2015-09-01,0.857142857142857,0.9,0.5,0.6,323
806,3,2017-12-01,0.75,0.9,0.5,0.6,323
807,1,2013-12-01,0.4,0.9,0.5,0.6,324
808,2,2015-09-01,0.0,0.9,0.5,0.6,324
809,3,2017-12-01,0.75,0.9,0.5,0.6,324
810,1,2013-12-01,0.4,0.9,0.5,0.6,326
811,2,2015-09-01,1.0,0.9,0.5,0.6,326
812,3,2017-12-01,0.75,0.9,0.5,0.6,326
813,1,2013-12-01,0.4,0.9,0.5,0.6,327
814,2,2015-09-01,0.0,0.9,0.5,0.6,327
815,3,2017-12-01,0.75,0.9,0.5,0.6,327
816,1,2013-12-01,0.4,0.9,0.5,0.6,328
817,2,2015-09-01,0.5,0.9,0.5,0.6,328
818,3,2017-12-01,0.75,0.9,0.5,0.6,328
819,1,2013-12-01,0.4,0.9,0.5,0.6,329
820,2,2015-09-01,1.0,0.9,0.5,0.6,329
821,3,2017-12-01,0.75,0.9,0.5,0.6,329
822,1,2013-12-01,0.4,0.9,0.5,0.6,330
823,2,2015-09-01,0.421052631578947,0.9,0.5,0.6,330
824,3,2017-12-01,0.75,0.9,0.5,0.6,330
825,1,2013-12-01,0.4,0.9,0.5,0.6,331
826,2,2015-09-01,0.272727272727273,0.9,0.5,0.6,331
827,3,2017-12-01,0.75,0.9,0.5,0.6,331
828,1,2013-12-01,0.4,0.9,0.5,0.6,332
829,2,2015-09-01,0.529411764705882,0.9,0.5,0.6,332
830,3,2017-12-01,0.75,0.9,0.5,0.6,332
831,1,2013-12-01,0.4,0.9,0.5,0.6,333
832,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,333
833,3,2017-12-01,0.75,0.9,0.5,0.6,333
834,1,2013-12-01,0.4,0.9,0.5,0.6,334
835,2,2015-09-01,1.0,0.9,0.5,0.6,334
836,3,2017-12-01,0.75,0.9,0.5,0.6,334
837,1,2013-12-01,0.4,0.9,0.5,0.6,335
838,2,2015-09-01,1.0,0.9,0.5,0.6,335
839,3,2017-12-01,0.75,0.9,0.5,0.6,335
840,1,2013-12-01,0.4,0.9,0.5,0.6,336
841,2,2015-09-01,0.46875,0.9,0.5,0.6,336
842,3,2017-12-01,0.75,0.9,0.5,0.6,336
843,1,2013-12-01,0.4,0.9,0.5,0.6,337
844,2,2015-09-01,1.0,0.9,0.5,0.6,337
845,3,2017-12-01,0.75,0.9,0.5,0.6,337
846,1,2013-12-01,0.4,0.9,0.5,0.6,338
847,2,2015-09-01,1.0,0.9,0.5,0.6,338
848,3,2017-12-01,0.75,0.9,0.5,0.6,338
849,1,2013-12-01,0.4,0.9,0.5,0.6,339
850,2,2015-09-01,0.0,0.9,0.5,0.6,339
851,3,2017-12-01,0.75,0.9,0.5,0.6,339
852,1,2013-12-01,0.4,0.9,0.5,0.6,340
853,2,2015-09-01,0.444444444444444,0.9,0.5,0.6,340
854,3,2017-12-01,0.75,0.9,0.5,0.6,340
855,1,2013-12-01,0.4,0.9,0.5,0.6,341
856,2,2015-09-01,1.0,0.9,0.5,0.6,341
857,3,2017-12-01,0.75,0.9,0.5,0.6,341
858,1,2013-12-01,0.4,0.9,0.5,0.6,342
859,2,2015-09-01,0.545454545454545,0.9,0.5,0.6,342
860,3,2017-12-01,0.75,0.9,0.5,0.6,342
861,1,2013-12-01,0.4,0.9,0.5,0.6,343
862,2,2015-09-01,0.0,0.9,0.5,0.6,343
863,3,2017-12-01,0.75,0.9,0.5,0.6,343
864,1,2013-12-01,0.4,0.9,0.5,0.6,344
865,2,2015-09-01,0.6,0.9,0.5,0.6,344
866,3,2017-12-01,0.75,0.9,0.5,0.6,344
867,1,2013-12-01,0.4,0.9,0.5,0.6,345
868,2,2015-09-01,0.0,0.9,0.5,0.6,345
869,3,2017-12-01,0.75,0.9,0.5,0.6,345
870,1,2013-12-01,0.4,0.9,0.5,0.6,346
871,2,2015-09-01,0.2,0.9,0.5,0.6,346
872,3,2017-12-01,0.75,0.9,0.5,0.6,346
873,1,2013-12-01,0.4,0.9,0.5,0.6,348
874,2,2015-09-01,0.5,0.9,0.5,0.6,348
875,3,2017-12-01,0.75,0.9,0.5,0.6,348
876,1,2013-12-01,0.4,0.9,0.5,0.6,349
877,2,2015-09-01,0.377358490566038,0.9,0.5,0.6,349
878,3,2017-12-01,0.75,0.9,0.5,0.6,349
879,1,2013-12-01,0.4,0.9,0.5,0.6,350
880,2,2015-09-01,0.66304347826087,0.9,0.5,0.6,350
881,3,2017-12-01,0.75,0.9,0.5,0.6,350
882,1,2013-12-01,0.4,0.9,0.5,0.6,351
883,2,2015-09-01,0.933333333333333,0.9,0.5,0.6,351
884,3,2017-12-01,0.75,0.9,0.5,0.6,351
885,1,2013-12-01,0.4,0.9,0.5,0.6,352
886,2,2015-09-01,0.75,0.9,0.5,0.6,352
887,3,2017-12-01,0.75,0.9,0.5,0.6,352
888,1,2013-12-01,0.4,0.9,0.5,0.6,353
889,2,2015-09-01,0.5,0.9,0.5,0.6,353
890,3,2017-12-01,0.75,0.9,0.5,0.6,353
891,1,2013-12-01,0.4,0.9,0.5,0.6,354
892,2,2015-09-01,0.33333333333333304,0.9,0.5,0.6,354
893,3,2017-12-01,0.75,0.9,0.5,0.6,354
894,1,2013-12-01,0.4,0.9,0.5,0.6,355
895,2,2015-09-01,0.0,0.9,0.5,0.6,355
896,3,2017-12-01,0.75,0.9,0.5,0.6,355
897,1,2013-12-01,0.4,0.9,0.5,0.6,356
898,2,2015-09-01,0.0,0.9,0.5,0.6,356
899,3,2017-12-01,0.75,0.9,0.5,0.6,356
900,1,2013-12-01,0.4,0.9,0.5,0.6,357
901,2,2015-09-01,0.0,0.9,0.5,0.6,357
902,3,2017-12-01,0.75,0.9,0.5,0.6,357
903,1,2013-12-01,0.4,0.9,0.5,0.6,359
904,2,2015-09-01,0.5,0.9,0.5,0.6,359
905,3,2017-12-01,0.75,0.9,0.5,0.6,359
906,1,2013-12-01,0.4,0.9,0.5,0.6,360
907,2,2015-09-01,1.0,0.9,0.5,0.6,360
908,3,2017-12-01,0.75,0.9,0.5,0.6,360
909,1,2013-12-01,0.4,0.9,0.5,0.6,361
910,2,2015-09-01,0.8,0.9,0.5,0.6,361
911,3,2017-12-01,0.75,0.9,0.5,0.6,361
912,1,2013-12-01,0.4,0.9,0.5,0.6,362
913,2,2015-09-01,0.0,0.9,0.5,0.6,362
914,3,2017-12-01,0.75,0.9,0.5,0.6,362
915,1,2013-12-01,0.4,0.9,0.5,0.6,363
916,2,2015-09-01,1.0,0.9,0.5,0.6,363
917,3,2017-12-01,0.75,0.9,0.5,0.6,363
918,1,2013-12-01,0.4,0.9,0.5,0.6,364
919,2,2015-09-01,1.0,0.9,0.5,0.6,364
920,3,2017-12-01,0.75,0.9,0.5,0.6,364
921,1,2013-12-01,0.4,0.9,0.5,0.6,365
922,2,2015-09-01,1.0,0.9,0.5,0.6,365
923,3,2017-12-01,0.75,0.9,0.5,0.6,365
924,1,2013-12-01,0.4,0.9,0.5,0.6,366
925,2,2015-09-01,0.666666666666667,0.9,0.5,0.6,366
926,3,2017-12-01,0.75,0.9,0.5,0.6,366
927,1,2013-12-01,0.4,0.9,0.5,0.6,368
928,2,2015-09-01,0.875,0.9,0.5,0.6,368
929,3,2017-12-01,0.75,0.9,0.5,0.6,368
930,1,2013-12-01,0.4,0.9,0.5,0.6,369
931,2,2015-09-01,1.0,0.9,0.5,0.6,369
932,3,2017-12-01,0.75,0.9,0.5,0.6,369
933,1,2013-12-01,0.4,0.9,0.5,0.6,371
934,2,2015-09-01,0.763157894736842,0.9,0.5,0.6,371
935,3,2017-12-01,0.75,0.9,0.5,0.6,371
936,1,2013-12-01,0.4,0.9,0.5,0.6,372
937,2,2015-09-01,0.5,0.9,0.5,0.6,372
938,3,2017-12-01,0.75,0.9,0.5,0.6,372
939,1,2013-12-01,0.4,0.9,0.5,0.6,375
940,2,2015-09-01,0.25,0.9,0.5,0.6,375
941,3,2017-12-01,0.75,0.9,0.5,0.6,375
942,1,2013-12-01,0.4,0.9,0.5,0.6,378
