,grid_cell,event,fulldate,cov_all,killing,box_duration,exp_duration
544,164,4,2017-12-01,0.86,0.9,210,30
545,165,1,2014-09-01,0.5,0.6,1,90
546,165,2,2015-09-01,1.0,0.9,210,30
547,165,3,2016-09-01,1.0,0.9,210,30
548,165,4,2017-12-01,0.86,0.9,210,30
549,166,1,2014-09-01,0.3,0.6,1,90
550,166,2,2015-09-01,0.8888888890000001,0.9,210,30
551,166,3,2016-09-01,0.8888888890000001,0.9,210,30
552,166,4,2017-12-01,0.86,0.9,210,30
553,167,1,2014-09-01,0.0,0.6,1,90
554,167,2,2015-09-01,0.333333333,0.9,210,30
555,167,3,2016-09-01,0.666666667,0.9,210,30
556,167,4,2017-12-01,0.86,0.9,210,30
557,168,1,2014-09-01,1.0,0.6,1,90
558,168,2,2015-09-01,1.0,0.9,210,30
559,168,3,2016-09-01,1.0,0.9,210,30
560,168,4,2017-12-01,0.86,0.9,210,30
561,169,1,2015-09-01,0.0,0.9,210,30
562,171,1,2014-09-01,0.0,0.6,1,90
563,171,2,2015-09-01,0.0,0.9,210,30
564,171,3,2016-09-01,1.0,0.9,210,30
565,171,4,2017-09-01,0.67,0.9,210,30
566,172,1,2014-09-01,0.0,0.6,1,90
567,172,2,2015-09-01,0.833333333,0.9,210,30
568,172,3,2016-09-01,0.8,0.9,210,30
569,172,4,2017-09-01,0.67,0.9,210,30
570,173,1,2014-09-01,0.3,0.6,1,90
571,173,2,2015-09-01,0.692307692,0.9,210,30
572,173,3,2016-09-01,0.727272727,0.9,210,30
573,173,4,2017-09-01,0.67,0.9,210,30
574,174,1,2014-09-01,0.0,0.6,1,90
575,174,2,2015-09-01,0.0,0.9,210,30
576,174,3,2016-09-01,1.0,0.9,210,30
577,174,4,2017-09-01,0.67,0.9,210,30
578,175,1,2014-09-01,0.0,0.6,1,90
579,175,2,2015-09-01,0.0,0.9,210,30
580,175,3,2016-09-01,0.0,0.9,210,30
581,175,4,2017-12-01,0.86,0.9,210,30
582,176,1,2015-09-01,0.0,0.9,210,30
583,178,1,2014-09-01,0.0,0.6,1,90
584,178,2,2015-09-01,1.0,0.9,210,30
585,178,3,2016-09-01,1.0,0.9,210,30
586,178,4,2017-12-01,0.86,0.9,210,30
587,179,1,2014-09-01,0.5,0.6,1,90
588,179,2,2015-09-01,0.75,0.9,210,30
589,179,3,2016-09-01,0.5,0.9,210,30
590,179,4,2017-12-01,0.86,0.9,210,30
591,180,1,2014-09-01,0.0,0.6,1,90
592,180,2,2015-09-01,0.666666667,0.9,210,30
593,180,3,2016-09-01,1.0,0.9,210,30
594,180,4,2017-12-01,0.86,0.9,210,30
595,181,1,2014-09-01,0.0,0.6,1,90
596,181,2,2015-09-01,0.0,0.9,210,30
597,181,3,2016-09-01,0.0,0.9,210,30
598,181,4,2017-12-01,0.86,0.9,210,30
599,182,1,2014-09-01,1.0,0.6,1,90
600,182,2,2015-09-01,1.0,0.9,210,30
601,182,3,2016-09-01,1.0,0.9,210,30
602,182,4,2017-09-01,1.0,0.9,210,30
603,183,1,2014-09-01,0.0,0.6,1,90
604,183,2,2015-09-01,1.0,0.9,210,30
605,183,3,2016-09-01,1.0,0.9,210,30
606,183,4,2017-09-01,0.67,0.9,210,30
607,184,1,2014-09-01,0.0,0.6,1,90
608,184,2,2015-09-01,0.0,0.9,210,30
609,186,1,2014-09-01,0.0,0.6,1,90
610,186,2,2015-09-01,1.0,0.9,210,30
611,186,3,2016-09-01,1.0,0.9,210,30
612,186,4,2017-12-01,0.86,0.9,210,30
613,187,1,2014-09-01,0.5,0.6,1,90
614,187,2,2015-09-01,0.333333333,0.9,210,30
615,187,3,2016-09-01,0.0,0.9,210,30
616,187,4,2017-12-01,0.86,0.9,210,30
617,188,1,2014-09-01,0.0,0.6,1,90
618,188,2,2015-09-01,1.0,0.9,210,30
619,188,3,2016-09-01,1.0,0.9,210,30
620,188,4,2017-09-01,1.0,0.9,210,30
621,189,1,2014-09-01,0.125,0.6,1,90
622,189,2,2015-09-01,0.6,0.9,210,30
623,189,3,2016-09-01,0.875,0.9,210,30
624,189,4,2017-09-01,0.67,0.9,210,30
625,190,1,2016-09-01,0.5,0.9,210,30
626,190,2,2017-12-01,0.86,0.9,210,30
627,191,1,2014-09-01,0.0,0.6,1,90
628,191,2,2015-09-01,1.0,0.9,210,30
629,191,3,2016-09-01,0.25,0.9,210,30
630,191,4,2017-12-01,0.86,0.9,210,30
631,193,1,2015-09-01,1.0,0.9,210,30
632,194,1,2015-09-01,0.125,0.9,210,30
633,195,1,2015-09-01,1.0,0.9,210,30
634,196,1,2014-09-01,0.538461538,0.6,1,90
635,196,2,2015-09-01,0.705882353,0.9,210,30
636,196,3,2016-09-01,0.666666667,0.9,210,30
637,196,4,2017-12-01,0.86,0.9,210,30
638,197,1,2014-09-01,0.5555555560000001,0.6,1,90
639,197,2,2015-09-01,0.625,0.9,210,30
640,197,3,2016-09-01,0.625,0.9,210,30
641,197,4,2017-12-01,0.86,0.9,210,30
642,198,1,2014-09-01,0.0,0.6,1,90
643,198,2,2015-09-01,1.0,0.9,210,30
644,198,3,2016-09-01,1.0,0.9,210,30
645,198,4,2017-09-01,1.0,0.9,210,30
646,199,1,2014-09-01,0.0,0.6,1,90
647,199,2,2015-09-01,0.5,0.9,210,30
648,199,3,2016-09-01,0.0,0.9,210,30
649,199,4,2017-09-01,0.67,0.9,210,30
650,200,1,2016-09-01,0.0,0.9,210,30
651,200,2,2017-11-01,0.33,0.9,210,30
652,201,1,2014-09-01,0.5,0.6,1,90
653,201,2,2015-09-01,0.833333333,0.9,210,30
654,201,3,2016-09-01,0.666666667,0.9,210,30
655,201,4,2017-12-01,0.86,0.9,210,30
656,202,1,2014-09-01,0.5,0.6,1,90
657,202,2,2015-09-01,0.8,0.9,210,30
658,202,3,2016-09-01,1.0,0.9,210,30
659,202,4,2017-12-01,0.86,0.9,210,30
660,203,1,2014-09-01,0.0,0.6,1,90
661,203,2,2015-09-01,1.0,0.9,210,30
662,203,3,2016-09-01,1.0,0.9,210,30
663,203,4,2017-12-01,0.86,0.9,210,30
664,204,1,2015-09-01,0.0,0.9,210,30
665,205,1,2014-09-01,0.0,0.6,1,90
666,205,2,2015-09-01,1.0,0.9,210,30
667,205,3,2016-09-01,1.0,0.9,210,30
668,205,4,2017-12-01,0.86,0.9,210,30
669,207,1,2014-09-01,0.0,0.6,1,90
670,207,2,2015-09-01,1.0,0.9,210,30
671,207,3,2016-09-01,1.0,0.9,210,30
672,207,4,2017-12-01,0.86,0.9,210,30
673,208,1,2014-09-01,0.46153846200000004,0.6,1,90
674,208,2,2015-09-01,0.692307692,0.9,210,30
675,208,3,2016-09-01,0.444444444,0.9,210,30
676,208,4,2017-12-01,0.86,0.9,210,30
677,209,1,2014-09-01,0.6875,0.6,1,90
678,209,2,2015-09-01,0.961538462,0.9,210,30
679,209,3,2016-09-01,0.7894736840000001,0.9,210,30
680,209,4,2017-12-01,0.86,0.9,210,30
681,210,1,2014-09-01,0.5,0.6,1,90
682,210,2,2015-09-01,1.0,0.9,210,30
683,210,3,2016-09-01,0.5,0.9,210,30
684,210,4,2017-12-01,0.86,0.9,210,30
685,211,1,2015-09-01,1.0,0.9,210,30
686,211,2,2016-09-01,1.0,0.9,210,30
687,211,3,2017-09-01,1.0,0.9,210,30
688,212,1,2014-09-01,0.0,0.6,1,90
689,212,2,2015-09-01,0.0,0.9,210,30
690,213,1,2014-09-01,0.0,0.6,1,90
691,213,2,2015-09-01,0.0,0.9,210,30
692,213,3,2016-09-01,0.0,0.9,210,30
693,213,4,2017-11-01,0.33,0.9,210,30
694,214,1,2014-09-01,0.0,0.6,1,90
695,214,2,2015-09-01,0.0,0.9,210,30
696,214,3,2016-09-01,0.0,0.9,210,30
697,214,4,2017-11-01,0.33,0.9,210,30
698,215,1,2014-09-01,0.0,0.6,1,90
699,215,2,2015-09-01,0.0,0.9,210,30
700,216,1,2014-09-01,0.0,0.6,1,90
701,216,2,2015-09-01,0.0,0.9,210,30
702,216,3,2016-09-01,0.0,0.9,210,30
703,216,4,2017-12-01,0.86,0.9,210,30
704,217,1,2014-09-01,1.0,0.6,1,90
705,217,2,2015-09-01,1.0,0.9,210,30
706,217,3,2016-09-01,1.0,0.9,210,30
707,217,4,2017-12-01,0.86,0.9,210,30
708,218,1,2014-09-01,0.0,0.6,1,90
709,218,2,2015-09-01,0.0,0.9,210,30
710,218,3,2016-09-01,0.0,0.9,210,30
711,218,4,2017-12-01,0.86,0.9,210,30
712,220,1,2014-09-01,0.0,0.6,1,90
713,220,2,2015-09-01,0.5,0.9,210,30
714,220,3,2016-09-01,1.0,0.9,210,30
715,220,4,2017-12-01,0.86,0.9,210,30
716,221,1,2014-09-01,0.0,0.6,1,90
717,221,2,2015-09-01,0.0,0.9,210,30
718,221,3,2016-09-01,1.0,0.9,210,30
719,221,4,2017-12-01,0.86,0.9,210,30
720,222,1,2014-09-01,0.666666667,0.6,1,90
721,222,2,2015-09-01,1.0,0.9,210,30
722,222,3,2016-09-01,1.0,0.9,210,30
723,222,4,2017-12-01,0.86,0.9,210,30
724,223,1,2014-09-01,0.46666666700000003,0.6,1,90
725,223,2,2015-09-01,0.5625,0.9,210,30
726,223,3,2016-09-01,0.833333333,0.9,210,30
727,223,4,2017-12-01,0.86,0.9,210,30
728,224,1,2014-09-01,0.6,0.6,1,90
729,224,2,2015-09-01,1.0,0.9,210,30
730,224,3,2016-09-01,1.0,0.9,210,30
731,224,4,2017-12-01,0.86,0.9,210,30
732,225,1,2014-09-01,0.5,0.6,1,90
733,225,2,2015-09-01,0.75,0.9,210,30
734,225,3,2016-09-01,0.75,0.9,210,30
735,225,4,2017-12-01,0.86,0.9,210,30
736,226,1,2015-09-01,0.0,0.9,210,30
737,227,1,2014-09-01,0.0,0.6,1,90
738,227,2,2015-09-01,1.0,0.9,210,30
739,227,3,2016-09-01,0.666666667,0.9,210,30
740,227,4,2017-09-01,0.666666667,0.9,210,30
741,228,1,2014-09-01,1.0,0.6,1,90
742,228,2,2015-09-01,0.0,0.9,210,30
743,228,3,2016-09-01,0.0,0.9,210,30
744,228,4,2017-11-01,0.33,0.9,210,30
745,230,1,2014-09-01,0.0,0.6,1,90
746,230,2,2015-09-01,1.0,0.9,210,30
747,230,3,2016-09-01,1.0,0.9,210,30
748,230,4,2017-11-01,0.33,0.9,210,30
749,231,1,2014-09-01,0.0,0.6,1,90
750,231,2,2015-09-01,0.5,0.9,210,30
751,231,3,2016-09-01,0.0,0.9,210,30
752,231,4,2017-12-01,0.86,0.9,210,30
753,232,1,2014-09-01,0.0,0.6,1,90
754,232,2,2015-09-01,0.0,0.9,210,30
755,232,3,2016-09-01,0.0,0.9,210,30
756,232,4,2017-12-01,0.86,0.9,210,30
757,233,1,2014-09-01,0.0,0.6,1,90
758,233,2,2015-09-01,1.0,0.9,210,30
759,233,3,2016-09-01,1.0,0.9,210,30
760,233,4,2017-12-01,0.86,0.9,210,30
761,234,1,2014-09-01,0.0,0.6,1,90
762,234,2,2015-09-01,0.5,0.9,210,30
763,234,3,2016-09-01,1.0,0.9,210,30
764,234,4,2017-12-01,0.86,0.9,210,30
765,235,1,2014-09-01,1.0,0.6,1,90
766,235,2,2015-09-01,1.0,0.9,210,30
767,235,3,2016-09-01,0.333333333,0.9,210,30
768,235,4,2017-12-01,0.86,0.9,210,30
769,236,1,2014-09-01,0.0,0.6,1,90
770,236,2,2015-09-01,0.0,0.9,210,30
771,236,3,2016-09-01,1.0,0.9,210,30
772,236,4,2017-12-01,0.86,0.9,210,30
773,237,1,2014-09-01,0.7142857140000001,0.6,1,90
774,237,2,2015-09-01,0.7142857140000001,0.9,210,30
775,237,3,2016-09-01,0.857142857,0.9,210,30
776,237,4,2017-12-01,0.86,0.9,210,30
777,238,1,2014-09-01,0.333333333,0.6,1,90
778,238,2,2015-09-01,0.666666667,0.9,210,30
779,238,3,2016-09-01,1.0,0.9,210,30
780,238,4,2017-12-01,0.86,0.9,210,30
781,239,1,2015-09-01,0.0,0.9,210,30
782,240,1,2014-09-01,1.0,0.6,1,90
783,240,2,2015-09-01,1.0,0.9,210,30
784,240,3,2016-09-01,0.0,0.9,210,30
785,240,4,2017-09-01,0.0,0.9,210,30
786,241,1,2014-09-01,0.0,0.6,1,90
787,241,2,2015-09-01,1.0,0.9,210,30
788,241,3,2016-09-01,1.0,0.9,210,30
789,241,4,2017-09-01,1.0,0.9,210,30
790,242,1,2014-09-01,1.0,0.6,1,90
791,242,2,2015-09-01,0.7142857140000001,0.9,210,30
792,242,3,2016-09-01,0.333333333,0.9,210,30
793,242,4,2017-09-01,0.333333333,0.9,210,30
794,243,1,2014-09-01,1.0,0.6,1,90
795,243,2,2015-09-01,1.0,0.9,210,30
796,243,3,2016-09-01,1.0,0.9,210,30
797,243,4,2017-09-01,1.0,0.9,210,30
798,244,1,2014-09-01,0.666666667,0.6,1,90
799,244,2,2015-09-01,0.333333333,0.9,210,30
800,244,3,2016-09-01,1.0,0.9,210,30
801,244,4,2017-09-01,1.0,0.9,210,30
802,245,1,2014-09-01,1.0,0.6,1,90
803,245,2,2015-09-01,1.0,0.9,210,30
804,245,3,2016-09-01,1.0,0.9,210,30
805,245,4,2017-09-01,1.0,0.9,210,30
806,246,1,2014-09-01,1.0,0.6,1,90
807,246,2,2015-09-01,1.0,0.9,210,30
808,246,3,2016-09-01,1.0,0.9,210,30
809,246,4,2017-09-01,1.0,0.9,210,30
810,247,1,2016-09-01,0.0,0.9,210,30
811,247,2,2017-11-01,0.33,0.9,210,30
812,248,1,2014-09-01,0.0,0.6,1,90
813,248,2,2015-09-01,0.5,0.9,210,30
814,248,3,2016-09-01,0.0,0.9,210,30
815,248,4,2017-11-01,0.33,0.9,210,30
816,249,1,2014-09-01,0.0,0.6,1,90
817,249,2,2015-09-01,1.0,0.9,210,30
818,249,3,2016-09-01,1.0,0.9,210,30
819,249,4,2017-11-01,0.33,0.9,210,30
820,250,1,2014-09-01,0.0,0.6,1,90
821,250,2,2015-09-01,1.0,0.9,210,30
822,250,3,2016-09-01,0.0,0.9,210,30
823,250,4,2017-11-01,0.33,0.9,210,30
824,251,1,2014-09-01,0.0,0.6,1,90
825,251,2,2015-09-01,1.0,0.9,210,30
826,251,3,2016-09-01,0.5,0.9,210,30
827,251,4,2017-11-01,0.33,0.9,210,30
828,252,1,2014-09-01,0.0,0.6,1,90
829,252,2,2015-09-01,0.5,0.9,210,30
830,252,3,2016-09-01,1.0,0.9,210,30
831,252,4,2017-12-01,0.86,0.9,210,30
832,253,1,2014-09-01,0.0,0.6,1,90
833,253,2,2015-09-01,1.0,0.9,210,30
834,253,3,2016-09-01,0.5,0.9,210,30
835,253,4,2017-12-01,0.86,0.9,210,30
836,254,1,2014-09-01,0.0,0.6,1,90
837,254,2,2015-09-01,0.666666667,0.9,210,30
838,254,3,2016-09-01,0.666666667,0.9,210,30
839,254,4,2017-12-01,0.86,0.9,210,30
840,255,1,2014-09-01,0.666666667,0.6,1,90
841,255,2,2015-09-01,1.0,0.9,210,30
842,255,3,2016-09-01,1.0,0.9,210,30
843,255,4,2017-12-01,0.86,0.9,210,30
844,256,1,2016-09-01,0.0,0.9,210,30
845,256,2,2017-12-01,0.86,0.9,210,30
846,257,1,2014-09-01,0.46153846200000004,0.6,1,90
847,257,2,2015-09-01,0.916666667,0.9,210,30
848,257,3,2016-09-01,0.666666667,0.9,210,30
849,257,4,2017-09-01,0.666666667,0.9,210,30
850,258,1,2014-09-01,0.333333333,0.6,1,90
851,258,2,2015-09-01,0.666666667,0.9,210,30
852,258,3,2016-09-01,1.0,0.9,210,30
853,258,4,2017-09-01,1.0,0.9,210,30
854,259,1,2014-09-01,0.5,0.6,1,90
855,259,2,2015-09-01,1.0,0.9,210,30
856,259,3,2016-09-01,1.0,0.9,210,30
857,259,4,2017-09-01,1.0,0.9,210,30
858,260,1,2015-09-01,0.0,0.9,210,30
859,260,2,2016-09-01,1.0,0.9,210,30
860,260,3,2017-09-01,1.0,0.9,210,30
861,261,1,2015-09-01,0.666666667,0.9,210,30
862,261,2,2016-09-01,1.0,0.9,210,30
863,261,3,2017-11-01,0.33,0.9,210,30
864,262,1,2014-09-01,0.0,0.6,1,90
865,262,2,2015-09-01,0.5,0.9,210,30
866,262,3,2016-09-01,1.0,0.9,210,30
867,262,4,2017-11-01,0.33,0.9,210,30
868,263,1,2014-09-01,0.0,0.6,1,90
869,263,2,2015-09-01,1.0,0.9,210,30
870,263,3,2016-09-01,0.0,0.9,210,30
871,263,4,2017-11-01,0.33,0.9,210,30
872,264,1,2014-09-01,0.0,0.6,1,90
873,264,2,2015-09-01,1.0,0.9,210,30
874,264,3,2016-09-01,1.0,0.9,210,30
875,264,4,2017-11-01,0.33,0.9,210,30
876,265,1,2014-09-01,0.0,0.6,1,90
877,265,2,2015-09-01,0.0,0.9,210,30
878,266,1,2014-09-01,0.0,0.6,1,90
879,266,2,2015-09-01,0.0,0.9,210,30
880,266,3,2016-09-01,0.0,0.9,210,30
881,266,4,2017-11-01,0.33,0.9,210,30
882,267,1,2014-09-01,0.75,0.6,1,90
883,267,2,2015-09-01,0.666666667,0.9,210,30
884,267,3,2016-09-01,0.75,0.9,210,30
885,267,4,2017-11-01,0.33,0.9,210,30
886,268,1,2014-09-01,0.0,0.6,1,90
887,268,2,2015-09-01,1.0,0.9,210,30
888,268,3,2016-09-01,1.0,0.9,210,30
889,268,4,2017-11-01,0.33,0.9,210,30
890,269,1,2014-09-01,0.0,0.6,1,90
891,269,2,2015-09-01,0.5,0.9,210,30
892,269,3,2016-09-01,0.0,0.9,210,30
893,269,4,2017-12-01,0.86,0.9,210,30
894,270,1,2014-09-01,0.0,0.6,1,90
895,270,2,2015-09-01,0.6,0.9,210,30
896,270,3,2016-09-01,0.0,0.9,210,30
897,270,4,2017-12-01,0.86,0.9,210,30
898,271,1,2014-09-01,0.0,0.6,1,90
899,271,2,2015-09-01,0.5,0.9,210,30
900,271,3,2016-09-01,1.0,0.9,210,30
901,271,4,2017-12-01,0.86,0.9,210,30
902,272,1,2014-09-01,0.0,0.6,1,90
903,272,2,2015-09-01,1.0,0.9,210,30
904,272,3,2016-09-01,1.0,0.9,210,30
905,272,4,2017-12-01,0.86,0.9,210,30
906,273,1,2015-09-01,0.0,0.9,210,30
907,274,1,2015-09-01,0.111111111,0.9,210,30
908,274,2,2016-09-01,0.0,0.9,210,30
909,274,3,2017-09-01,0.0,0.9,210,30
910,275,1,2016-09-01,1.0,0.9,210,30
911,275,2,2017-09-01,1.0,0.9,210,30
912,276,1,2014-09-01,1.0,0.6,1,90
913,276,2,2015-09-01,1.0,0.9,210,30
914,276,3,2016-09-01,1.0,0.9,210,30
915,276,4,2017-11-01,0.33,0.9,210,30
916,277,1,2014-09-01,0.0,0.6,1,90
917,277,2,2015-09-01,1.0,0.9,210,30
918,277,3,2016-09-01,1.0,0.9,210,30
919,277,4,2017-11-01,0.33,0.9,210,30
920,278,1,2014-09-01,0.0,0.6,1,90
921,278,2,2015-09-01,0.0,0.9,210,30
922,278,3,2016-09-01,1.0,0.9,210,30
923,278,4,2017-11-01,0.33,0.9,210,30
924,279,1,2014-09-01,0.0,0.6,1,90
925,279,2,2015-09-01,1.0,0.9,210,30
926,279,3,2016-09-01,0.0,0.9,210,30
927,279,4,2017-11-01,0.33,0.9,210,30
928,280,1,2015-09-01,0.0,0.9,210,30
929,281,1,2014-09-01,0.0,0.6,1,90
930,281,2,2015-09-01,1.0,0.9,210,30
931,281,3,2016-09-01,0.5,0.9,210,30
932,281,4,2017-11-01,0.33,0.9,210,30
933,282,1,2014-09-01,1.0,0.6,1,90
934,282,2,2015-09-01,1.0,0.9,210,30
935,282,3,2016-09-01,0.5,0.9,210,30
936,282,4,2017-11-01,0.33,0.9,210,30
937,283,1,2014-09-01,0.5,0.6,1,90
938,283,2,2015-09-01,0.666666667,0.9,210,30
939,283,3,2016-09-01,1.0,0.9,210,30
940,283,4,2017-12-01,0.86,0.9,210,30
941,284,1,2014-09-01,1.0,0.6,1,90
942,284,2,2015-09-01,0.0,0.9,210,30
943,284,3,2016-09-01,1.0,0.9,210,30
944,284,4,2017-12-01,0.86,0.9,210,30
945,285,1,2014-09-01,0.0,0.6,1,90
946,285,2,2015-09-01,0.8,0.9,210,30
947,285,3,2016-09-01,0.8,0.9,210,30
948,285,4,2017-12-01,0.86,0.9,210,30
949,286,1,2014-09-01,0.0,0.6,1,90
950,286,2,2015-09-01,0.0,0.9,210,30
951,287,1,2014-09-01,0.6,0.6,1,90
952,287,2,2015-09-01,0.6,0.9,210,30
953,287,3,2016-09-01,1.0,0.9,210,30
954,287,4,2017-12-01,0.86,0.9,210,30
955,289,1,2014-09-01,0.0,0.6,1,90
956,289,2,2015-09-01,1.0,0.9,210,30
957,289,3,2016-09-01,1.0,0.9,210,30
958,289,4,2017-09-01,1.0,0.9,210,30
959,290,1,2014-09-01,0.0,0.6,1,90
960,290,2,2015-09-01,1.0,0.9,210,30
961,290,3,2016-09-01,1.0,0.9,210,30
962,290,4,2017-11-01,0.33,0.9,210,30
963,291,1,2014-09-01,0.8,0.6,1,90
964,291,2,2015-09-01,0.7333333329999999,0.9,210,30
965,291,3,2016-09-01,0.833333333,0.9,210,30
966,291,4,2017-11-01,0.33,0.9,210,30
967,292,1,2014-09-01,0.6,0.6,1,90
968,292,2,2015-09-01,1.0,0.9,210,30
969,292,3,2016-09-01,0.8,0.9,210,30
970,292,4,2017-11-01,0.33,0.9,210,30
971,293,1,2016-09-01,0.0,0.9,210,30
972,293,2,2017-11-01,0.33,0.9,210,30
973,294,1,2014-09-01,1.0,0.6,1,90
974,294,2,2015-09-01,1.0,0.9,210,30
975,294,3,2016-09-01,1.0,0.9,210,30
976,294,4,2017-11-01,0.33,0.9,210,30
977,295,1,2014-09-01,0.0,0.6,1,90
978,295,2,2015-09-01,1.0,0.9,210,30
979,295,3,2016-09-01,1.0,0.9,210,30
980,295,4,2017-11-01,0.33,0.9,210,30
981,296,1,2014-09-01,0.5,0.6,1,90
982,297,1,2014-09-01,0.0,0.6,1,90
983,297,2,2015-09-01,0.5,0.9,210,30
984,297,3,2016-09-01,0.666666667,0.9,210,30
985,297,4,2017-11-01,0.33,0.9,210,30
986,298,1,2015-09-01,0.5,0.9,210,30
987,299,1,2014-09-01,0.333333333,0.6,1,90
988,299,2,2015-09-01,0.0,0.9,210,30
989,299,3,2016-09-01,0.666666667,0.9,210,30
990,299,4,2017-12-01,0.86,0.9,210,30
991,300,1,2014-09-01,1.0,0.6,1,90
992,300,2,2016-09-01,1.0,0.9,210,30
993,300,3,2017-12-01,0.86,0.9,210,30
994,301,1,2016-09-01,0.0,0.9,210,30
995,301,2,2017-12-01,0.86,0.9,210,30
996,302,1,2015-09-01,1.0,0.9,210,30
997,303,1,2014-09-01,0.7142857140000001,0.6,1,90
998,303,2,2015-09-01,1.0,0.9,210,30
999,303,3,2016-09-01,0.8,0.9,210,30
1000,303,4,2017-09-01,0.8,0.9,210,30
1001,304,1,2014-09-01,0.125,0.6,1,90
1002,304,2,2015-09-01,0.542857143,0.9,210,30
1003,304,3,2016-09-01,0.38888888899999996,0.9,210,30
1004,304,4,2017-09-01,0.38888888899999996,0.9,210,30
1005,305,1,2014-09-01,0.0,0.6,1,90
1006,305,2,2015-09-01,0.666666667,0.9,210,30
1007,305,3,2016-09-01,0.333333333,0.9,210,30
1008,305,4,2017-09-01,0.333333333,0.9,210,30
1009,306,1,2014-09-01,0.666666667,0.6,1,90
1010,306,2,2015-09-01,0.5,0.9,210,30
1011,306,3,2016-09-01,0.666666667,0.9,210,30
1012,306,4,2017-09-01,0.666666667,0.9,210,30
1013,307,1,2014-09-01,0.0,0.6,1,90
1014,307,2,2015-09-01,1.0,0.9,210,30
1015,307,3,2016-09-01,0.0,0.9,210,30
1016,307,4,2017-11-01,0.33,0.9,210,30
1017,308,1,2014-09-01,1.0,0.6,1,90
1018,308,2,2015-09-01,1.0,0.9,210,30
1019,308,3,2016-09-01,1.0,0.9,210,30
1020,308,4,2017-11-01,0.33,0.9,210,30
1021,309,1,2014-09-01,1.0,0.6,1,90
1022,309,2,2015-09-01,0.5,0.9,210,30
1023,309,3,2016-09-01,1.0,0.9,210,30
1024,309,4,2017-11-01,0.33,0.9,210,30
1025,310,1,2015-09-01,0.25,0.9,210,30
1026,311,1,2014-09-01,1.0,0.6,1,90
1027,311,2,2015-09-01,1.0,0.9,210,30
1028,311,3,2016-09-01,1.0,0.9,210,30
1029,311,4,2017-11-01,0.33,0.9,210,30
1030,312,1,2014-09-01,0.857142857,0.6,1,90
1031,312,2,2015-09-01,1.0,0.9,210,30
1032,312,3,2016-09-01,1.0,0.9,210,30
1033,312,4,2017-11-01,0.33,0.9,210,30
1034,313,1,2014-09-01,1.0,0.6,1,90
1035,313,2,2015-09-01,1.0,0.9,210,30
1036,313,3,2016-09-01,0.0,0.9,210,30
1037,313,4,2017-11-01,0.33,0.9,210,30
1038,314,1,2014-09-01,0.666666667,0.6,1,90
1039,314,2,2015-09-01,0.5,0.9,210,30
1040,314,3,2016-09-01,0.4,0.9,210,30
1041,314,4,2017-11-01,0.33,0.9,210,30
1042,315,1,2014-09-01,0.0,0.6,1,90
1043,316,1,2014-09-01,0.0,0.6,1,90
1044,316,2,2015-09-01,0.0,0.9,210,30
1045,316,3,2016-09-01,1.0,0.9,210,30
1046,316,4,2017-11-01,0.33,0.9,210,30
1047,317,1,2014-09-01,0.0,0.6,1,90
1048,317,2,2015-09-01,0.5,0.9,210,30
1049,317,3,2016-09-01,1.0,0.9,210,30
1050,317,4,2017-11-01,0.33,0.9,210,30
1051,318,1,2014-09-01,1.0,0.6,1,90
1052,318,2,2015-09-01,1.0,0.9,210,30
1053,318,3,2016-09-01,1.0,0.9,210,30
1054,318,4,2017-12-01,0.86,0.9,210,30
1055,319,1,2014-09-01,0.0,0.6,1,90
1056,319,2,2015-09-01,0.571428571,0.9,210,30
1057,319,3,2016-09-01,1.0,0.9,210,30
1058,319,4,2017-12-01,0.86,0.9,210,30
1059,320,1,2014-09-01,0.0,0.6,1,90
1060,320,2,2015-09-01,1.0,0.9,210,30
1061,320,3,2016-09-01,1.0,0.9,210,30
1062,320,4,2017-12-01,0.86,0.9,210,30
1063,321,1,2014-09-01,0.5,0.6,1,90
1064,321,2,2015-09-01,0.6,0.9,210,30
1065,321,3,2016-09-01,0.5,0.9,210,30
1066,321,4,2017-12-01,0.86,0.9,210,30
1067,322,1,2014-09-01,0.571428571,0.6,1,90
1068,322,2,2015-09-01,0.666666667,0.9,210,30
1069,322,3,2016-09-01,1.0,0.9,210,30
1070,322,4,2017-12-01,0.86,0.9,210,30
1071,323,1,2014-09-01,0.75,0.6,1,90
1072,323,2,2015-09-01,1.0,0.9,210,30
1073,323,3,2016-09-01,0.75,0.9,210,30
1074,323,4,2017-12-01,0.86,0.9,210,30
1075,324,1,2014-09-01,0.0,0.6,1,90
1076,324,2,2015-09-01,0.5,0.9,210,30
1077,324,3,2016-09-01,0.5,0.9,210,30
1078,324,4,2017-12-01,0.86,0.9,210,30
1079,325,1,2016-09-01,0.0,0.9,210,30
1080,325,2,2017-09-01,0.0,0.9,210,30
1081,326,1,2015-09-01,0.666666667,0.9,210,30
1082,327,1,2014-09-01,0.5,0.6,1,90
1083,327,2,2015-09-01,1.0,0.9,210,30
1084,327,3,2016-09-01,1.0,0.9,210,30
1085,327,4,2017-09-01,1.0,0.9,210,30
1086,328,1,2015-09-01,0.0,0.9,210,30
1087,328,2,2016-09-01,0.0,0.9,210,30
1088,328,3,2017-09-01,0.0,0.9,210,30
1089,329,1,2015-09-01,0.5,0.9,210,30
1090,329,2,2016-09-01,0.0,0.9,210,30
