,event,fulldate,cov_all,grid_cell
237,2,2016-01-27,0.208333333333333,62
238,3,2016-12-08,0.625,62
239,4,2017-01-27,0.5416666666666671,62
240,1,2015-11-18,0.823529411764706,63
241,2,2016-01-28,0.47058823529411803,63
242,3,2016-12-06,0.529411764705882,63
243,4,2017-02-06,0.3529411764705879,63
244,1,2015-11-26,0.25,64
245,2,2016-01-26,0.0,64
246,3,2016-12-07,0.0,64
247,4,2017-01-28,0.625,64
248,1,2015-11-18,0.384615384615385,66
249,2,2016-01-27,0.23076923076923103,66
250,3,2016-12-08,0.46153846153846206,66
251,4,2017-01-27,0.615384615384615,66
252,1,2015-11-18,0.6304347826086961,67
253,2,2016-01-27,0.58695652173913,67
254,3,2016-12-08,0.543478260869565,67
255,4,2017-01-27,0.673913043478261,67
256,1,2015-11-18,0.0,68
257,2,2016-01-26,0.0,68
258,3,2016-12-07,0.0,68
259,4,2017-02-06,0.833333333333333,68
260,1,2015-11-18,0.0,69
261,2,2016-01-26,0.0,69
262,3,2016-12-07,0.0,69
263,4,2017-01-25,0.0,69
264,1,2015-11-25,1.0,70
265,2,2016-01-26,0.0,70
266,3,2016-12-07,0.0,70
267,4,2017-01-25,0.0,70
268,1,2015-11-18,0.0,71
269,2,2016-01-28,0.0,71
270,3,2016-12-08,0.28571428571428603,71
271,4,2017-01-27,0.28571428571428603,71
272,1,2015-11-18,0.422222222222222,73
273,2,2016-01-28,0.288888888888889,73
274,3,2016-12-08,0.35555555555555607,73
275,4,2017-01-28,0.288888888888889,73
276,1,2015-11-22,0.5,74
277,2,2016-01-27,0.107142857142857,74
278,3,2016-12-08,0.178571428571429,74
279,4,2017-01-27,0.107142857142857,74
280,1,2015-11-26,0.448275862068966,75
281,2,2016-01-27,0.0344827586206897,75
282,3,2016-12-08,0.448275862068966,75
283,4,2017-01-27,0.37931034482758597,75
284,1,2015-11-18,0.6,76
285,2,2016-01-27,0.2,76
286,3,2016-12-07,0.0,76
287,4,2017-02-09,0.4,76
288,1,2015-11-18,0.0,77
289,2,2016-01-26,0.0,77
290,3,2016-12-07,0.0,77
291,4,2017-02-06,1.0,77
292,1,2015-11-18,0.0,78
293,2,2016-01-26,0.2,78
294,3,2016-12-07,0.0,78
295,4,2017-01-25,0.0,78
296,1,2015-11-18,0.75,79
297,2,2016-01-26,0.0,79
298,3,2016-12-07,0.0,79
299,4,2017-01-25,0.0,79
300,1,2015-11-18,0.666666666666667,80
301,2,2016-01-26,0.0,80
302,3,2016-12-09,0.277777777777778,80
303,4,2017-01-25,0.0,80
304,1,2015-11-18,0.666666666666667,81
305,2,2016-01-28,0.14285714285714302,81
306,3,2016-12-08,0.47619047619047605,81
307,4,2017-01-27,0.28571428571428603,81
308,1,2015-11-26,0.7,82
309,2,2016-01-27,0.5,82
310,3,2016-12-09,0.1,82
311,4,2017-01-27,0.3,82
312,1,2015-11-18,0.7252747252747249,83
313,2,2016-01-27,0.48351648351648396,83
314,3,2016-12-08,0.3736263736263739,83
315,4,2017-01-27,0.29670329670329704,83
316,1,2015-11-18,0.46666666666666706,84
317,2,2016-01-27,0.33333333333333304,84
318,3,2016-12-09,0.6,84
319,4,2017-01-27,0.733333333333333,84
320,1,2015-11-18,1.0,86
321,2,2016-01-26,0.0,86
322,3,2016-12-06,0.28571428571428603,86
323,4,2017-01-25,0.0,86
324,1,2015-11-18,0.625,87
325,2,2016-01-28,0.208333333333333,87
326,3,2016-12-06,0.375,87
327,4,2017-02-07,0.625,87
328,1,2015-11-18,1.0,88
329,2,2016-01-26,0.0,88
330,3,2016-12-07,0.0,88
331,4,2017-01-25,0.0,88
332,1,2015-11-18,0.33333333333333304,89
333,2,2016-01-26,0.166666666666667,89
334,3,2016-12-08,0.5,89
335,4,2017-01-25,0.0,89
336,1,2015-11-19,0.48148148148148107,90
337,2,2016-01-28,0.222222222222222,90
338,3,2016-12-09,0.296296296296296,90
339,4,2017-01-28,0.555555555555556,90
340,1,2015-11-18,0.0,91
341,2,2016-01-28,0.0,91
342,3,2016-12-07,0.0,91
343,4,2017-01-25,0.0,91
344,1,2015-11-18,0.7142857142857142,92
345,2,2016-01-27,0.5,92
346,3,2016-12-08,0.7142857142857142,92
347,4,2017-01-27,0.6428571428571429,92
348,1,2015-11-18,0.875,93
349,2,2016-01-28,0.625,93
350,3,2016-12-08,0.875,93
351,4,2017-01-27,0.875,93
352,1,2015-11-18,0.46153846153846206,94
353,2,2016-01-28,0.307692307692308,94
